C10	C_1812.fp	1µ	unknown	unknown	unknown	unknown	
C10	C_1812.fp	6.8µ	unknown	unknown	unknown	unknown	
C10	C_1812.fp	6.8µ	unknown	unknown	unknown	unknown	
C12	C_0805.fp	120p	unknown	unknown	unknown	unknown	
C12	C_0805.fp	180p	unknown	unknown	unknown	unknown	
C12	C_0805.fp	220p	unknown	unknown	unknown	unknown	
C1	C_RADIAL_400.fp	100n	Panasonic	ECQ-E6104KF	667-ECQ-E6104KF	unknown	
C1	C_RADIAL_400.fp	100n	Panasonic	ECQ-E6104KF	667-ECQ-E6104KF	unknown	
C1	C_RADIAL_400.fp	100n	Panasonic	ECQ-E6104KF	667-ECQ-E6104KF	unknown	
C20	C_0805.fp	18p	unknown	unknown	unknown	unknown	
C20	C_0805.fp	18p	unknown	unknown	unknown	unknown	
C20	C_0805.fp	18p	unknown	unknown	unknown	unknown	
C22	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C22	C_0805.fp	DNP	unknown	unknown	unknown	unknown	
C22	C_0805.fp	DNP	unknown	unknown	unknown	unknown	
C23	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C23	C_0805.fp	DNP	unknown	unknown	unknown	unknown	
C23	C_0805.fp	DNP	unknown	unknown	unknown	unknown	
C2	CP_CAN_SNAP.fp	10000µ	United Chemi-Con	ESMH500VNN103MA35T	661-ESMH500VNN103MA3	unknown	
C2	CP_CAN_SNAP.fp	1000µ	United Chemi-Con	ESMH251VNN102MA40T	661-ESMH251VNN102MA	unknown	
C2	CP_CAN_SNAP.fp	4700µ	United Chemi-Con	ESMH101VNN472MR50T	661-ESMH101VNN472MR5	unknown	
C3	CP_CAN_200.fp	470µ	Nichicon	UPW1H471MHD	647-UPW1H471MHD	unknown	
C3	CP_CAN_300.fp	100µ	Nichicon	UPW2E101MHD	647-UPW2E101MHD	unknown	
C3	CP_CAN_300.fp	220µ	Nichicon	UPW2A221MHD	647-UPW2A221MHD	unknown	
C40	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C40	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C40	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C41	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C41	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C41	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C42	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C42	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C42	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C43	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C43	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C43	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C45	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C45	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C45	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C46	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C46	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C46	C_0805.fp	100n	unknown	unknown	unknown	unknown	
C4	C_1812.fp	100n	unknown	unknown	unknown	unknown	
C4	C_1812.fp	DNP	unknown	unknown	unknown	unknown	
C4	C_1812.fp	DNP	unknown	unknown	unknown	unknown	
C5	C_1812.fp	100n	unknown	unknown	unknown	unknown	
C5	C_1812.fp	DNP	unknown	unknown	unknown	unknown	
C5	C_1812.fp	DNP	unknown	unknown	unknown	unknown	
C6	C_0805.fp	2200p	unknown	unknown	unknown	unknown	
C6	C_0805.fp	2200p	unknown	unknown	unknown	unknown	
C6	C_0805.fp	22p	unknown	unknown	unknown	unknown	
CR10	SOT23_3.fp	*	Fairchild	MMBD1501A	512-MMBD1501A	unknown	
CR10	SOT23_3.fp	*	Fairchild	MMBD1501A	512-MMBD1501A	unknown	
CR10	SOT23_3.fp	*	Fairchild	MMBD1501A	512-MMBD1501A	unknown	
CR11	SOT23_3.fp	*	Fairchild	MMBD1501A	512-MMBD1501A	unknown	
CR11	SOT23_3.fp	*	Fairchild	MMBD1501A	512-MMBD1501A	unknown	
CR11	SOT23_3.fp	*	Fairchild	MMBD1501A	512-MMBD1501A	unknown	
CR2	D_GBU.fp	KBPC606	Fairchild	GBU8J	512-GBU8J	unknown	
CR2	D_GBU.fp	KBPC606	Fairchild	GBU8J	512-GBU8J	unknown	
CR2	D_GBU.fp	KBPC606	Fairchild	GBU8J	512-GBU8J	unknown	
CR3	D_SMC.fp	MR854	Diodes Inc	S5BC-13-F	621-S5BC-F	unknown	
CR3	D_SMC.fp	MR854	Diodes Inc	S5BC-13-F	621-S5BC-F	unknown	
CR3	D_SMC.fp	MR854	Diodes Inc	S5BC-13-F	621-S5BC-F	unknown	
CR4	SOT23_3.fp	*	Diodes Inc	BAV99-13-F	621-BAV99-13-F	unknown	
CR4	SOT23_3.fp	*	Diodes Inc	BAV99-13-F	621-BAV99-13-F	unknown	
CR4	SOT23_3.fp	*	Diodes Inc	BAV99-13-F	621-BAV99-13-F	unknown	
CR5	SOT23_3.fp	*	Diodes Inc	BAV99-13-F	621-BAV99-13-F	unknown	
CR5	SOT23_3.fp	*	Diodes Inc	BAV99-13-F	621-BAV99-13-F	unknown	
CR5	SOT23_3.fp	*	Diodes Inc	BAV99-13-F	621-BAV99-13-F	unknown	
CR6	D_SMA.fp	*	unknown	unknown	unknown	unknown	
CR6	D_SMA.fp	*	unknown	unknown	unknown	unknown	
CR6	D_SMA.fp	*	unknown	unknown	unknown	unknown	
CR7	D_SMA.fp	*	unknown	unknown	unknown	unknown	
CR7	D_SMA.fp	*	unknown	unknown	unknown	unknown	
CR7	D_SMA.fp	*	unknown	unknown	unknown	unknown	
CR8	SOT23_3.fp	*	unknown	unknown	unknown	unknown	
CR8	SOT23_3.fp	*	unknown	unknown	unknown	unknown	
CR8	SOT23_3.fp	*	unknown	unknown	unknown	unknown	
J1	TE_AMPMODU_MTE_4.fp	+V_BIAS	TE Connectivity	5-104450-3	571-5-104450-3	unknown	
J1	TE_AMPMODU_MTE_4.fp	+V_BIAS	TE Connectivity	5-104450-3	571-5-104450-3	unknown	
J1	TE_AMPMODU_MTE_4.fp	+V_BIAS	TE Connectivity	5-104450-3	571-5-104450-3	unknown	
J2	TE_MINI_UNIVERSAL_MATE_N_LOCK_3.fp	+INPUT	TE Connectivity	1-770170-1	571-1-770170-1	unknown	
J2	TE_MINI_UNIVERSAL_MATE_N_LOCK_3.fp	+INPUT	TE Connectivity	1-770170-1	571-1-770170-1	unknown	
J2	TE_MINI_UNIVERSAL_MATE_N_LOCK_3.fp	+INPUT	TE Connectivity	1-770170-1	571-1-770170-1	unknown	
J3	TE_AMPMODU_MTE_8.fp	CC INDICATOR	TE Connectivity	5-104450-7	571-5-104450-7	unknown	
J3	TE_AMPMODU_MTE_8.fp	CC INDICATOR	TE Connectivity	5-104450-7	571-5-104450-7	unknown	
J3	TE_AMPMODU_MTE_8.fp	CC INDICATOR	TE Connectivity	5-104450-7	571-5-104450-7	unknown	
J4	TE_MINI_UNIVERSAL_MATE_N_LOCK_3.fp	+OUTPUT	TE Connectivity	1-770170-1	571-1-770170-1	unknown	
J4	TE_MINI_UNIVERSAL_MATE_N_LOCK_3.fp	+OUTPUT	TE Connectivity	1-770170-1	571-1-770170-1	unknown	
J4	TE_MINI_UNIVERSAL_MATE_N_LOCK_3.fp	+OUTPUT	TE Connectivity	1-770170-1	571-1-770170-1	unknown	
JP1	R_1206.fp	0	unknown	unknown	unknown	unknown	
JP1	R_1206.fp	DNP	unknown	unknown	unknown	unknown	
JP1	R_1206.fp	DNP	unknown	unknown	unknown	unknown	
JP2	R_1206.fp	0	unknown	unknown	unknown	unknown	
JP2	R_1206.fp	0	unknown	unknown	unknown	unknown	
JP2	R_1206.fp	DNP	unknown	unknown	unknown	unknown	
Q1	TO247.fp	2N6056	ST	TIP35C	511-TIP35C	unknown	
Q1	TO247.fp	2N6056	ST	TIP35C	511-TIP35C	unknown	
Q1	TO247.fp	IRF440	Vishay Siliconix	IRFP440PBF	844-IRFP440PBF	unknown	
Q2	SOT23_3.fp	2N4036	Diodes Inc	ZXTP25140BFHTA	621-ZXTP25140BFHTA	unknown	
Q2	SOT23_3.fp	2N4036	Diodes Inc	ZXTP25140BFHTA	621-ZXTP25140BFHTA	unknown	
Q2	SOT23_3.fp	2N4036	Diodes Inc	ZXTP25140BFHTA	621-ZXTP25140BFHTA	unknown	
Q3	TO247.fp	2N6056	ST	TIP35C	511-TIP35C	unknown	
Q3	TO247.fp	2N6056	ST	TIP35C	511-TIP35C	unknown	
Q3	TO247.fp	IRF440	Vishay Siliconix	IRFP440PBF	844-IRFP440PBF	unknown	
Q4	SOT23_3.fp	2N2222	Diodes Inc	MMBT2222A-7-F	621-MMBT2222A-F	1773626	
Q4	SOT23_3.fp	2N2222	unknown	unknown	unknown	unknown	
Q4	SOT23_3.fp	2N2222	unknown	unknown	unknown	unknown	
Q5	SOT23_3.fp	2N2222	Diodes Inc	MMBT2222A-7-F	621-MMBT2222A-F	1773626	
Q5	SOT23_3.fp	2N2222	unknown	unknown	unknown	unknown	
Q5	SOT23_3.fp	2N2222	unknown	unknown	unknown	unknown	
R10	R_1206.fp	21.5	unknown	unknown	unknown	unknown	
R10	R_1206.fp	21.5	unknown	unknown	unknown	unknown	
R10	R_1206.fp	75	unknown	unknown	unknown	unknown	
R11	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R11	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R11	R_0805.fp	DNP	unknown	unknown	unknown	unknown	
R12	R_0805.fp	0	unknown	unknown	unknown	unknown	
R12	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R12	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R13	TE_SM_3.fp	1k	TE Connectivity	SMF31K0JT	279-SMF31K0JT	1086409	
R13	TE_SM_3.fp	1k	TE Connectivity	SMF31K0JT	279-SMF31K0JT	1086409	
R13	TE_SM_3.fp	5k	TE Connectivity	SMF34K7JT	279-SMF34K7JT	1086417	
R14	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R14	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R14	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R15	TE_SM_3.fp	14.3k	TE Connectivity	SMF315KJT	279-SMF315KJT	1086425	
R15	TE_SM_3.fp	3.65k	TE Connectivity	SMF33K3JT	279-SMF33K3JT	1086415	
R15	TE_SM_3.fp	6.19k	TE Connectivity	SMF36K8JT	279-SMF36K8JT	unknown	
R16	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R16	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R16	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R17	R_1206.fp	900k	unknown	unknown	unknown	unknown	
R17	R_1206.fp	900k	unknown	unknown	unknown	unknown	
R17	R_1206.fp	900k	unknown	unknown	unknown	unknown	
R18	R_1206.fp	100k	unknown	unknown	unknown	unknown	
R18	R_1206.fp	9.09k	unknown	unknown	unknown	unknown	
R18	R_1206.fp	9.09k	unknown	unknown	unknown	unknown	
R19	TE_AMPMODU_MTE_3.fp	10k	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
R19	TE_AMPMODU_MTE_3.fp	10k	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
R19	TE_AMPMODU_MTE_3.fp	10k	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
R1	TE_SM_3.fp	2k	TE Connectivity	SMF32K2JT	279-SMF32K2JT	1086413	
R1	TE_SM_3.fp	45k	TE Connectivity	SMF347KJT	279-SMF347KJT	1086432	
R1	TE_SM_3.fp	5k	TE Connectivity	SMF34K7JT	279-SMF34K7JT	1086417	
R20	TRIMMER_TOP_S.fp	50k	Bourns	3296Y-1-503LF	652-3296Y-1-503LF	unknown	
R20	TRIMMER_TOP_S.fp	50k	Bourns	3296Y-1-503LF	652-3296Y-1-503LF	unknown	
R20	TRIMMER_TOP_S.fp	50k	Bourns	3296Y-1-503LF	652-3296Y-1-503LF	unknown	
R22	R_0805.fp	2.5k	unknown	unknown	unknown	unknown	
R22	R_0805.fp	2.5k	unknown	unknown	unknown	unknown	
R22	R_0805.fp	7.5k	unknown	unknown	unknown	unknown	
R23	R_0805.fp	2.5k	unknown	unknown	unknown	unknown	
R23	R_0805.fp	2.5k	unknown	unknown	unknown	unknown	
R23	R_0805.fp	7.5k	unknown	unknown	unknown	unknown	
R24	R_0805.fp	50k	unknown	unknown	unknown	unknown	
R24	R_0805.fp	50k	unknown	unknown	unknown	unknown	
R24	R_0805.fp	50k	unknown	unknown	unknown	unknown	
R25	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R25	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R25	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R26	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R26	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R26	R_0805.fp	10k	unknown	unknown	unknown	unknown	
R27	R_1206.fp	0	unknown	unknown	unknown	unknown	
R27	R_1206.fp	1	unknown	unknown	unknown	unknown	
R27	R_1206.fp	6.8	unknown	unknown	unknown	unknown	
R28	R_0805.fp	6.19k	unknown	unknown	unknown	unknown	
R28	R_0805.fp	6.81k	unknown	unknown	unknown	unknown	
R28	R_0805.fp	6.81k	unknown	unknown	unknown	unknown	
R29	R_1206.fp	1k	unknown	unknown	unknown	unknown	
R29	R_1206.fp	1k	unknown	unknown	unknown	unknown	
R29	R_1206.fp	1k	unknown	unknown	unknown	unknown	
R2	R_AXIAL_1200.fp	1.78	Vishay	RW74U1R75FB12	71-RW74U1R75F	unknown	
R2	R_AXIAL_1200.fp	.1	Vishay	RS005R1000FE12	71-RS005R1000FE12	unknown	
R2	R_AXIAL_1200.fp	.2	Vishay	RS005R2000FE12	71-RS005R2000FE12	unknown	
R30	R_1206.fp	1k	unknown	unknown	unknown	unknown	
R30	R_1206.fp	1k	unknown	unknown	unknown	unknown	
R30	R_1206.fp	1k	unknown	unknown	unknown	unknown	
R31	TRIMMER_TOP_S.fp	10k	Bourns	3296Y-1-103LF	652-3296Y-1-103LF	unknown	
R31	TRIMMER_TOP_S.fp	10k	Bourns	3296Y-1-103LF	652-3296Y-1-103LF	unknown	
R31	TRIMMER_TOP_S.fp	10k	Bourns	3296Y-1-103LF	652-3296Y-1-103LF	unknown	
R32	TRIMMER_TOP_S.fp	10k	Bourns	3296Y-1-103LF	652-3296Y-1-103LF	unknown	
R32	TRIMMER_TOP_S.fp	10k	Bourns	3296Y-1-103LF	652-3296Y-1-103LF	unknown	
R32	TRIMMER_TOP_S.fp	10k	Bourns	3296Y-1-103LF	652-3296Y-1-103LF	unknown	
R33	R_0805.fp	3.4k	unknown	unknown	unknown	unknown	
R33	R_0805.fp	5.23k	unknown	unknown	unknown	unknown	
R33	R_0805.fp	7.15k	unknown	unknown	unknown	unknown	
R34	R_1206.fp	500k	unknown	unknown	unknown	unknown	
R34	R_1206.fp	681k	unknown	unknown	unknown	unknown	
R34	R_1206.fp	DNP	unknown	unknown	unknown	unknown	
R35	R_AXIAL_1200.fp	0.6	Vishay	RW74UR604FB12	71-RW74UR604F	unknown	
R35	R_AXIAL_1200.fp	10	Vishay	RS02B10R00FE70	71-RS02B10R00FE70	unknown	
R35	R_AXIAL_1200.fp	1.2	Vishay	CW0051R200JE73	71-CW0051R200JE73	unknown	
R36	R_AXIAL_1200.fp	0.6	Vishay	RW74UR604FB12	71-RW74UR604F	unknown	
R36	R_AXIAL_1200.fp	10	Vishay	RS02B10R00FE70	71-RS02B10R00FE70	unknown	
R36	R_AXIAL_1200.fp	1.2	Vishay	CW0051R200JE73	71-CW0051R200JE73	unknown	
R37	TE_AMPMODU_MTE_3.fp	100k	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
R37	TE_AMPMODU_MTE_3.fp	50k	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
R37	TE_AMPMODU_MTE_3.fp	50k	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
R38	R_0805.fp	0	unknown	unknown	unknown	unknown	
R38	R_0805.fp	0	unknown	unknown	unknown	unknown	
R38	R_0805.fp	75	unknown	unknown	unknown	unknown	
R39	R_0805.fp	0	unknown	unknown	unknown	unknown	
R39	R_0805.fp	0	unknown	unknown	unknown	unknown	
R39	R_0805.fp	75	unknown	unknown	unknown	unknown	
R3	R_0805.fp	1.2k	unknown	unknown	unknown	unknown	
R3	R_0805.fp	1.2k	unknown	unknown	unknown	unknown	
R3	R_0805.fp	1.2k	unknown	unknown	unknown	unknown	
R40	R_0805.fp	267k	unknown	unknown	unknown	unknown	
R40	R_0805.fp	267k	unknown	unknown	unknown	unknown	
R40	R_0805.fp	267k	unknown	unknown	unknown	unknown	
R41	R_0805.fp	4.64k	unknown	unknown	unknown	unknown	
R41	R_0805.fp	4.64k	unknown	unknown	unknown	unknown	
R41	R_0805.fp	4.64k	unknown	unknown	unknown	unknown	
R43	R_0805.fp	100k	unknown	unknown	unknown	unknown	
R43	R_0805.fp	DNP	unknown	unknown	unknown	unknown	
R43	R_0805.fp	DNP	unknown	unknown	unknown	unknown	
R44	R_0805.fp	0	unknown	unknown	unknown	unknown	
R44	R_0805.fp	0	unknown	unknown	unknown	unknown	
R44	R_0805.fp	31.6k	unknown	unknown	unknown	unknown	
R45	R_0805.fp	0	unknown	unknown	unknown	unknown	
R45	R_0805.fp	0	unknown	unknown	unknown	unknown	
R45	R_0805.fp	31.6k	unknown	unknown	unknown	unknown	
R46	TE_SM_3.fp	1k	TE Connectivity	SMF31K0JT	279-SMF31K0JT	1086409	
R46	TE_SM_3.fp	390	TE Connectivity	SMF3390RJT	279-SMF3390RJT	1086403	
R46	TE_SM_3.fp	DNP	unknown	unknown	unknown	unknown	
R4	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R4	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R4	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R5	R_0805.fp	5k	unknown	unknown	unknown	unknown	
R5	R_0805.fp	5k	unknown	unknown	unknown	unknown	
R5	R_0805.fp	5k	unknown	unknown	unknown	unknown	
R6	R_0805.fp	0	unknown	unknown	unknown	unknown	
R6	R_0805.fp	1.5M	unknown	unknown	unknown	unknown	
R6	R_0805.fp	1.5M	unknown	unknown	unknown	unknown	
R8	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R8	R_0805.fp	1k	unknown	unknown	unknown	unknown	
R8	R_0805.fp	5k	unknown	unknown	unknown	unknown	
refdes	footprint	value	manuf	manuf-pn	mouser-pn	farnell-pn	
refdes	footprint	value	manuf	manuf-pn	mouser-pn	farnell-pn	
refdes	footprint	value	manuf	manuf-pn	mouser-pn	farnell-pn	
S2	TE_AMPMODU_MTE_3.fp	unknown	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
S2	TE_AMPMODU_MTE_3.fp	unknown	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
S2	TE_AMPMODU_MTE_3.fp	unknown	TE Connectivity	5-104450-2	571-5-104450-2	unknown	
TP2	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP2	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP2	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP3	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP3	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP3	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP4	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP4	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP4	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP5	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP5	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP5	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP6	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP6	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP6	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP7	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP7	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
TP7	TEST_PIN_2.fp	unknown	unknown	unknown	unknown	unknown	
U1	SOIC_8.fp	LF411CN	Texas Instruments	LF411CD	595-LF411CD	unknown	
U1	SOIC_8.fp	LF411CN	Texas Instruments	LF411CD	595-LF411CD	unknown	
U1	SOIC_8.fp	LF411CN	Texas Instruments	LF411CD	595-LF411CD	unknown	
U3	SOIC_8.fp	LM336BZ-5.0	Texas Instruments	LM336BMX-5.0/NOPB	926-LM336BMX50/NOPB	unknown	
U3	SOIC_8.fp	LM336BZ-5.0	Texas Instruments	LM336BMX-5.0/NOPB	926-LM336BMX50/NOPB	unknown	
U3	SOIC_8.fp	LM336BZ-5.0	Texas Instruments	LM336BMX-5.0/NOPB	926-LM336BMX50/NOPB	unknown	
U4	SOIC_14.fp	LF442CN	Texas Instruments	LF444CM/NOPB	926-LF444CM/NOPB	unknown	
U4	SOIC_14.fp	LF442CN	Texas Instruments	LF444CM/NOPB	926-LF444CM/NOPB	unknown	
U4	SOIC_14.fp	LF442CN	Texas Instruments	LF444CM/NOPB	926-LF444CM/NOPB	unknown	
U5	SOIC_8.fp	LM393CN	Texas Instruments	LM393AD	595-LM393AD	unknown	
U5	SOIC_8.fp	LM393CN	Texas Instruments	LM393AD	595-LM393AD	unknown	
U5	SOIC_8.fp	LM393CN	Texas Instruments	LM393AD	595-LM393AD	unknown	
